time,target-POS_X,target-POS_Y,target-POS_Z,target-ROT_X,target-ROT_Y,target-ROT_Z,target-ROT_W
0,0.6452066049512298,0.0,-0.26164595691166376,0.0,-0.8600655610487502,0.0,0.5101835264862034
1,0.643000590344552,0.025214862334982924,-0.26164595691166376,0.07495965278488516,-0.8567927519280675,0.04446542418852459,0.5082421241393054
2,0.6364495751620453,0.04966358383725338,-0.26164595691166376,0.1493488173502015,-0.8469992326196037,0.0885924396500173,0.5024326923427223
3,0.6257526086850563,0.0726033024756149,-0.26164595691166376,0.22260134723620129,-0.8307595377187852,0.13204521315219575,0.49279944438025675
4,0.6112347128270623,0.09333700650729862,-0.26164595691166376,0.2941597464593652,-0.8081972611096028,0.17449304285120637,0.4794156950856174
5,0.5933370065072986,0.1112347128270623,-0.26164595691166376,0.3634794123934622,-0.7794841153405275,0.21561287513233934,0.46238330287226503
6,0.572603302475615,0.12575260868505628,-0.26164595691166376,0.43003278052437505,-0.7448386247883337,0.2550917632431016,0.44183189452938315
7,0.5496635838372534,0.1364495751620452,-0.26164595691166376,0.49331333953460516,-0.7045244625556424,0.292629249006966,0.4179178786837405
8,0.4503364161627466,0.13644957516204523,-0.26164595691166376,0.7045244625556424,-0.49331333953460527,0.4179178786837405,0.2926292490069661
9,0.42739669752438514,0.1257526086850563,-0.26164595691166376,0.7448386247883336,-0.4300327805243752,0.4418318945293831,0.25509176324310173
10,0.40666299349270135,0.1112347128270623,-0.26164595691166376,0.7794841153405275,-0.3634794123934622,0.46238330287226503,0.21561287513233934
11,0.38876528717293773,0.09333700650729865,-0.26164595691166376,0.8081972611096027,-0.2941597464593653,0.4794156950856173,0.17449304285120643
12,0.37424739131494367,0.0726033024756149,-0.26164595691166376,0.8307595377187852,-0.22260134723620129,0.49279944438025675,0.13204521315219575
13,0.3635504248379548,0.04966358383725341,-0.26164595691166376,0.8469992326196037,-0.14934881735020156,0.5024326923427223,0.08859243965001734
14,0.35699940965544796,0.025214862334982976,-0.26164595691166376,0.8567927519280675,-0.07495965278488533,0.5082421241393054,0.044465424188524685
15,0.35479339504877017,1.778268039685778e-17,-0.26164595691166376,0.8600655610487502,-5.266382681976122e-17,0.5101835264862034,3.123973113445189e-17
16,0.35699940965544796,-0.02521486233498288,-0.26164595691166376,0.8567927519280675,0.07495965278488503,0.5082421241393054,-0.044465424188524505
17,0.36355042483795474,-0.049663583837253375,-0.26164595691166376,0.8469992326196037,0.14934881735020147,0.5024326923427223,-0.08859243965001729
18,0.37424739131494367,-0.07260330247561488,-0.26164595691166376,0.8307595377187852,0.22260134723620117,0.49279944438025675,-0.1320452131521957
19,0.3887652871729377,-0.09333700650729862,-0.26164595691166376,0.8081972611096028,0.2941597464593652,0.4794156950856174,-0.17449304285120637
20,0.40666299349270135,-0.11123471282706228,-0.26164595691166376,0.7794841153405276,0.36347941239346215,0.4623833028722651,-0.2156128751323393
21,0.427396697524385,-0.12575260868505625,-0.26164595691166376,0.7448386247883337,0.43003278052437494,0.44183189452938315,-0.25509176324310157
22,0.4503364161627465,-0.1364495751620452,-0.26164595691166376,0.7045244625556426,0.493313339534605,0.4179178786837406,-0.2926292490069659
23,0.47478513766501707,-0.143000590344552,-0.26164595691166376,0.6588484437594012,0.5528394861602386,0.39082325543560004,-0.3279396494915159
24,0.5,-0.14520660495122983,-0.26164595691166376,0.6081581904825839,0.6081581904825838,0.360754231228061,-0.36075423122806094
25,0.5252148623349828,-0.14300059034455204,-0.26164595691166376,0.5528394861602386,0.6588484437594011,0.32793964949151594,-0.3908232554356
26,0.5496635838372533,-0.13644957516204526,-0.26164595691166376,0.4933133395346055,0.7045244625556422,0.2926292490069662,-0.41791787868374036
27,0.572603302475615,-0.12575260868505628,-0.26164595691166376,0.43003278052437505,0.7448386247883337,0.2550917632431016,-0.44183189452938315
28,0.5933370065072986,-0.11123471282706231,-0.26164595691166376,0.36347941239346226,0.7794841153405275,0.21561287513233937,-0.46238330287226503
29,0.6112347128270623,-0.09333700650729868,-0.26164595691166376,0.2941597464593654,0.8081972611096027,0.17449304285120645,-0.4794156950856173
30,0.6257526086850562,-0.07260330247561499,-0.26164595691166376,0.22260134723620154,0.8307595377187851,0.1320452131521959,-0.4927994443802567
31,0.6364495751620451,-0.049663583837253486,-0.26164595691166376,0.1493488173502018,0.8469992326196037,0.08859243965001748,-0.5024326923427223
32,0.643000590344552,-0.02521486233498293,-0.26164595691166376,0.07495965278488519,0.8567927519280675,0.0444654241885246,-0.5082421241393054
33,0.6300148449776404,0.0,-0.24191930757914298,0.0,-0.9289802622393849,0.0,0.370129264405888
34,0.6275166461879775,0.025364637973564856,-0.24191930757914298,0.0910559887273098,-0.9245069683605681,0.03627901204934896,0.36834699083115496
35,0.6201180541974698,0.04975452713445847,-0.24191930757914298,0.18123505850690885,-0.9111301669895217,0.07220863738053737,0.3630173343757703
36,0.6081033927471342,0.07223237772023512,-0.24191930757914298,0.2696687355999256,-0.8889786840359524,0.10744285406049475,0.35419162254488595
37,0.5919343785386073,0.09193437853860724,-0.24191930757914298,0.355505355353189,-0.8582658503899355,0.14164233732161108,0.34195485176805823
38,0.5722323777202352,0.10810339274713417,-0.24191930757914298,0.4379182641954056,-0.8192874474288248,0.1744777274447425,0.32642486883716737
39,0.5497545271344585,0.1201180541974698,-0.24191930757914298,0.5161137807629462,-0.7724188584808982,0.20563280167335315,0.30775123597738996
40,0.5253646379735649,0.12751664618797756,-0.24191930757914298,0.589338839485248,-0.7181114536787012,0.23480751961152557,0.2861137904812118
41,0.4502454728655415,0.1201180541974698,-0.24191930757914298,0.7724188584808982,-0.5161137807629463,0.30775123597738996,0.20563280167335318
42,0.4277676222797649,0.1081033927471342,-0.24191930757914298,0.8192874474288246,-0.43791826419540575,0.3264248688371673,0.17447772744474255
43,0.40806562146139275,0.09193437853860725,-0.24191930757914298,0.8582658503899355,-0.35550535535318906,0.34195485176805823,0.1416423373216111
44,0.3918966072528658,0.07223237772023512,-0.24191930757914298,0.8889786840359525,-0.2696687355999256,0.354191622544886,0.10744285406049475
45,0.3798819458025302,0.049754527134458486,-0.24191930757914298,0.9111301669895217,-0.18123505850690894,0.3630173343757703,0.0722086373805374
46,0.37248335381202247,0.0253646379735649,-0.24191930757914298,0.924506968360568,-0.09105598872730995,0.3683469908311549,0.036279012049349024
47,0.3699851550223596,1.592222637435066e-17,-0.24191930757914298,0.9289802622393849,-5.688363523112658e-17,0.370129264405888,2.2663880946271756e-17
48,0.37248335381202247,-0.02536463797356487,-0.24191930757914298,0.9245069683605681,0.09105598872730984,0.36834699083115496,-0.03627901204934898
49,0.3798819458025302,-0.04975452713445846,-0.24191930757914298,0.9111301669895217,0.18123505850690882,0.3630173343757703,-0.07220863738053734
50,0.3918966072528658,-0.0722323777202351,-0.24191930757914298,0.8889786840359525,0.2696687355999255,0.354191622544886,-0.10744285406049468
51,0.40806562146139275,-0.09193437853860724,-0.24191930757914298,0.8582658503899355,0.35550535535318895,0.34195485176805823,-0.14164233732161105
52,0.4277676222797649,-0.10810339274713417,-0.24191930757914298,0.8192874474288248,0.43791826419540564,0.32642486883716737,-0.1744777274447425
53,0.45024547286554145,-0.12011805419746978,-0.24191930757914298,0.7724188584808984,0.516113780762946,0.30775123597739,-0.20563280167335307
54,0.4746353620264351,-0.12751664618797753,-0.24191930757914298,0.7181114536787013,0.5893388394852479,0.2861137904812119,-0.23480751961152554
55,0.5,-0.13001484497764038,-0.24191930757914298,0.6568882430179264,0.6568882430179263,0.26172091277699205,-0.261720912776992
56,0.5253646379735648,-0.12751664618797756,-0.24191930757914298,0.589338839485248,0.7181114536787012,0.23480751961152557,-0.2861137904812118
