time,target-POS_X,target-POS_Y,target-POS_Z,target-ROT_X,target-ROT_Y,target-ROT_Z,target-ROT_W
0,0.5,0.0,0.25,1.0,0.0,0.0,0.0
1,0.5326315480550129,0.0,0.2478612153434526,0.0,-0.9978589232386035,0.0,0.06540312923014305
2,0.5203454374311637,0.025512371591077485,0.2478612153434526,0.4329547607265857,-0.8990398243966116,0.028377354260363325,0.0589261832997576
3,0.4927387974503582,0.03181340701653457,0.2478612153434526,0.7801575212495893,-0.6221548623330061,0.051134225484050874,0.04077818408464304
4,0.47059999109097167,0.014158298083303279,0.2478612153434526,0.9728405166850143,-0.22204449955569633,0.06376333623050136,0.01455356539995696
5,0.47059999109097167,-0.014158298083303272,0.2478612153434526,0.9728405166850143,0.22204449955569622,0.06376333623050136,-0.014553565399956952
6,0.49273879745035815,-0.03181340701653457,0.2478612153434526,0.7801575212495894,0.622154862333006,0.05113422548405088,-0.04077818408464303
7,0.5203454374311637,-0.025512371591077488,0.2478612153434526,0.4329547607265858,0.8990398243966115,0.028377354260363332,-0.058926183299757594
8,0.5647047612756302,0.0,0.24148145657226708,0.0,-0.9914448613738104,0.0,0.1305261922200517
9,0.5572932207599592,0.030069801906345655,0.24148145657226708,0.23726828560415902,-0.9626352755800076,0.031236962398067128,0.12673333829583922
10,0.5367564938263407,0.05325097457634428,0.24148145657226708,0.4607474008841315,-0.8778808266063518,0.06065854608329709,0.11557520340681392
11,0.5077992971208777,0.06423299071471421,0.24148145657226708,0.6574495519733777,-0.7421071349573045,0.08655487555500968,0.09770025779455588
12,0.4770553754367409,0.060500002771796464,0.24148145657226708,0.8159431248338187,-0.5632048740742196,0.10742095027363666,0.07414732832526585
13,0.4515677907273456,0.042907193297931974,0.24148145657226708,0.9270170491115021,-0.3515711930763626,0.12204410982162696,0.04628522564828375
14,0.4371754414909208,0.015484862927245303,0.24148145657226708,0.9842161120646965,-0.11950547224619824,0.12957450931907372,0.015733193896573232
15,0.4371754414909208,-0.01548486292724526,0.24148145657226708,0.9842161120646965,0.1195054722461979,0.12957450931907372,-0.015733193896573187
16,0.45156779072734554,-0.04290719329793194,0.24148145657226708,0.9270170491115022,0.35157119307636225,0.12204410982162697,-0.04628522564828371
17,0.4770553754367409,-0.06050000277179646,0.24148145657226708,0.8159431248338188,0.5632048740742194,0.10742095027363667,-0.07414732832526583
18,0.5077992971208776,-0.06423299071471421,0.24148145657226708,0.6574495519733782,0.7421071349573042,0.08655487555500974,-0.09770025779455584
19,0.5367564938263407,-0.0532509745763443,0.24148145657226708,0.4607474008841317,0.8778808266063517,0.06065854608329711,-0.1155752034068139
20,0.5572932207599592,-0.0300698019063457,0.24148145657226708,0.23726828560415938,0.9626352755800075,0.031236962398067173,-0.12673333829583922
21,0.5956708580912724,0.0,0.23096988312782168,0.0,-0.9807852804032304,0.0,0.19509032201612833
22,0.5904871471110201,0.031064276840592757,0.23096988312782168,0.16143195138134442,-0.9674086475367348,0.03211081161998108,0.19242954430508516
23,0.5754977496885368,0.058762257273588706,0.23096988312782168,0.31846045995069555,-0.9276436286115669,0.06334572400560765,0.18451979025178308
24,0.5523269996190135,0.08009243534062468,0.23096988312782168,0.46680219733705264,-0.8625749096843373,0.09285273017033946,0.1715768173276063
25,0.5234858072037143,0.09274335527632345,0.23096988312782168,0.6024107876425646,-0.77397739578589,0.11982695590502701,0.15395367609411398
26,0.4920995631580463,0.0953440936064038,0.23096988312782168,0.7215871820289086,-0.6642677961388931,0.14353261464818648,0.13213107990405532
27,0.46156945403211236,0.0876128199781885,0.23096988312782168,0.8210805591268989,-0.536438702630135,0.1633230778253448,0.10670429229423256
28,0.4352038908731598,0.0703873378523652,0.23096988312782168,0.8981769989691796,-0.39397695970495744,0.17865851319091622,0.07836688974795324
29,0.4158599915533249,0.045534295498160945,0.23096988312782168,0.9507735116522723,-0.2407685523403124,0.1891206100446244,0.04789184273658465
30,0.40563396771543564,0.015746905689339237,0.23096988312782168,0.9774354014190579,-0.08099260650459676,0.1944239896569512,0.016110431100078437
31,0.4056339677154356,-0.015746905689339213,0.23096988312782168,0.9774354014190579,0.08099260650459664,0.1944239896569512,-0.016110431100078412
32,0.4158599915533249,-0.04553429549816093,0.23096988312782168,0.9507735116522723,0.24076855234031228,0.1891206100446244,-0.04789184273658463
33,0.4352038908731597,-0.07038733785236514,0.23096988312782168,0.8981769989691797,0.39397695970495716,0.17865851319091625,-0.0783668897479532
34,0.4615694540321123,-0.08761281997818847,0.23096988312782168,0.821080559126899,0.5364387026301347,0.1633230778253448,-0.1067042922942325
35,0.4920995631580463,-0.0953440936064038,0.23096988312782168,0.7215871820289088,0.6642677961388929,0.1435326146481865,-0.13213107990405526
